FirstName,LastName,DobDay,DobMonth,DobYear
mason,mccarthy,19,10,1925
thomas,haggett,5,4,1904
thomas,campbell,29,1,1964
hudson,caine,6,4,1949
maya,webb,5,10,1990
luke,geue,7,8,1972
catherine,campbell,10,3,1973
danika,mcvicar,17,8,1955
rupert,browne,26,10,1998
alissa,leong,12,6,1938
carly,herbert,19,11,1956
ryan,allsopp,6,8,1992
olivia,woodstock,27,11,1919
corey,godfrey,8,4,1972
max,bradshaw,20,12,1962
lachlan,verco,3,1,1983
annabelle,webb,17,7,1932
hudson,clarke,17,4,1960
imogen,bellchambers,17,2,1923
erin,kunoth,21,7,1934
richard,keatch,16,2,1998
luke,everett,13,10,1996
jackson,barisic,22,8,1945
dylan,jedynak,12,11,1920
lucas,mcgregor,15,11,1949
dean,eyles,6,12,1949
oliver,white,22,7,1934
michael,hyland,19,12,1910
chloe,lazaraki,23,12,1990
jessica,painton,27,3,1943
mya,maksim,30,6,1965
amber,vincent,2,10,1990
india,block,31,1,1995
jacqueline,geduld,6,3,1932
rhett,george,26,7,1942
oliver,berry,19,1,1972
jacinta,lenzi,7,8,1964
connor,trait,8,2,1915
brianna,white,5,7,1986
paris,reid,26,8,1998
timothy,de crespigny,24,5,1930
ewan,whiteley,5,2,1984
zane,dixon,3,5,1987
oliver,sherriff,6,7,1916
alexander,stoneman,12,6,1932
kaitlyn,van schie,27,1,1900
william,hope,26,3,1986
paris,parremore,13,9,1926
matthew,ryan,17,4,1951
portia,weaver,18,2,1956
isabelle,morrison,13,4,1994
hannah,grainger,14,3,1934
tuscany,stephenson,25,9,1946
xani,andrae,12,3,1945
daniel,grainger,9,10,1944
thomas,brooker,24,3,1910
brodie,green,10,4,1969
lucy,rees,13,6,1923
reganne,sanakidis,17,12,1962
nicholas,bridgland,4,4,1923
sebastian,campbell,15,7,1966
lachlan,pascoe,7,1,1947
lara,musolino,19,10,1938
daniella,millar,14,7,1992
meg,sedunary,1,6,1945
jessica,webb,10,4,1925
caitlin,gatward,27,9,1979
joshua,rigley,13,6,1967
ryleh,burford,4,5,1905
shantal,psorakis,22,7,1985
jayden,pendle,15,8,1907
karla,talapaneni,23,12,1967
brianna,blake,10,7,1945
mikayla,nguyen,22,1,1903
aiden,son,16,7,1949
chloe,kammermann,19,10,1925
robert,white,10,1,1967
tegan,white,3,2,1935
hamish,teague,30,10,1973
kylie,browne,12,7,1904
caitlin,white,14,8,1902
ella,campain,6,4,1990
kenneth,priest,17,10,1915
jesse,white,4,9,1982
harley,kreymborg,3,4,1955
jack,berry,19,6,1930
lachlan-john,spears,5,1,1995
max,kirby-fahey,16,9,1980
alexander,munyarryun,7,11,1955
hannah,bansemer,4,6,1938
holly,glennon,18,5,1949
makayla,thoonen,18,8,1975
benjamin,campbell,20,9,1918
ruby,gilcrist,23,7,1976
madison,meaney,18,12,1973
rachel,deakin,13,6,1940
james,lupoi,2,2,1954
darcy,bullock,24,2,1966
jake,campbell,4,3,1924
zachary,nakahara,28,1,1960
harrison,burman,22,11,1953
harry,waller,28,6,1968
cassandra,cappelluti,19,4,1935
rohan,ruskin,2,3,1902
joshua,bralic,27,7,1911
gillian,lodge,26,6,1900
zachary,white,9,11,1911
kyle,block,24,4,1974
cooper,ryan,27,10,1934
jessica,vick,19,9,1983
tiana,webb,20,9,1927
michael,maclennan,9,4,1939
benjamin,morrison,31,12,1976
lochlan,shepherd,2,1,1985
yasmin,reid,8,3,1953
pascale,quast,1,2,1957
joshua,reid,11,3,1916
amy,shepherd,21,1,1961
lynton,rudd,23,1,1966
gemma,brain,25,11,1926
joshua,white,6,12,1961
katie,jolly,24,2,1969
teagan,richmond,20,8,1921
nikita,helliar,23,3,1950
callum,erett,25,8,1955
jessica,zimmermann,26,4,1937
georgia,carmody,20,9,1987
jenna,shew,22,3,1906
emiily,green,11,5,1981
jack,ryan,24,7,1969
nicholas,mcneill,29,8,1980
jack,dimonte,16,3,1988
indiana,eves,15,10,1918
kelsey,dearing,17,1,1940
rachel,coffey,16,4,1930
tabitha,walch,23,2,1938
brianna,feast,28,10,1918
emerson,whiteway,28,5,1943
stephanie,george,2,11,1969
renee,havrda,10,9,1950
samantha,spong,8,5,1950
connor,vincent,18,12,1981
emiily,hewson,4,5,1932
jake,warnock,8,6,1967
matthew,egan,22,5,1904
sam,rogan,21,7,1938
harley,webb,9,7,1976
arabella,reid,23,3,1964
erin,wehr,30,3,1919
oscar,white,20,8,1909
charlotte,feeney,5,5,1981
jacinta,webb,17,10,1999
paige,sherriff,15,12,1911
matthew,browne,2,1,1972
lara,mccowat,15,8,1929
mya,ongley,10,8,1994
benjamin,campbell,27,2,1987
henry,hobson,28,9,1928
jasmine,stancombe,19,3,1998
charlotte,grierson,16,11,1969
jack,waller,24,3,1955
kobe,miliano,2,3,1971
campbell,campbell,15,1,1955
anna,reid,11,1,1996
emiily,reid,25,8,1919
jack,harrington,11,3,1982
sarah,crosswell,18,10,1951
charlotte,ryan,25,8,1959
amber,canavan,4,9,1982
prudence,monaco,19,9,1906
emiily,tidey,17,10,1959
erin,gascoigne,29,3,1976
michael,scarce,25,9,1993
william,tomney,25,5,1928
hannah,bishop,14,4,1974
hayley,benger,18,8,1939
jessica,singleton,15,11,1924
joshua,toseland,25,8,1982
timothy,jolly,3,11,1972
sebastian,garcia,25,9,1964
sophie,friswell,21,4,1905
melissa,dent,12,1,1996
courtney,benger,14,11,1910
ayla,colefax,6,10,1961
lily,reid,5,4,1901
alissa,stanley,17,3,1979
michael,darch,7,9,1913
owen,hingston,20,12,1999
jackson,edgecombe,31,7,1997
calvin,truman,7,8,1954
ellen,harrington,27,6,1913
caitlin,everett,17,4,1901
kierra,burford,14,9,1910
gabrielle,garcia,10,12,1908
jade,bartel,3,1,1943
wil,araya,9,7,1977
caitlin,leslie,2,1,1942
sophie,wiseman,19,6,1929
ashton,boyes,29,3,1944
jade,clutterbuck,30,10,1915
kirra,white,23,2,1923
henry,sach,26,12,1905
liam,dabinet,23,12,1985
tegan,rosendale,11,10,1980
india,green,3,7,1972
chloe,ryan,22,6,1957
olivia,noack,9,11,1966
lachlan,gaskin,25,4,1959
benedict,hursey,27,1,1906
liam,coenen,2,6,1969
lily,matthews,20,6,1996
briony,dudley,5,9,1959
jasper,bysord,24,7,1957
taylah,timbrell,25,8,1944
keira,zawistowski,26,10,1978
henry,ryan,28,9,1993
jack,morrison,22,8,1948
jared,white,7,3,1964
brody,nguyen,29,6,1997
zachariah,thorpe,24,1,1988
hayden,kluske,28,10,1911
isabella,ctercteko,26,6,1981
amber,braunack,13,5,1942
flynn,smallacombe,7,9,1933
tommi-lee,pagoda,20,5,1936
jairus,scamoni,12,9,1912
matthew,green,19,11,1986
cooper,clarke,9,10,1911
anthony,browne,27,2,1932
dylan,needham,22,7,1975
casey,chittleborough,30,5,1955
matisse,kromwyk,22,1,1919
ellie,coleman,5,12,1994
kalli,detzner,20,3,1944
madison,arganese,10,6,1953
paige,di cesare,23,12,1979
annalise,clarke,4,4,1962
montana,webb,10,7,1942
shaun,cristiani,25,8,1964
kyle,lowe,15,12,1982
harriet,jean,12,3,1960
cambell,coleman,16,10,1973
beau,zeitzen-van der burg,27,9,1950
jye,dibben,3,10,1929
ashleigh,de bono,21,5,1943
kai,mason,16,11,1965
luke,mccarthy,24,11,1952
haylee,metherell,14,6,1905
bella,clarke,12,7,1962
joshua,berry,19,5,1955
kaleb,hobson,30,6,1996
james,hyland,7,6,1987
rachel,kerslake,10,5,1941
heather,campbell,6,2,1913
joel,lace,16,4,1914
isaiah,drysdale,29,7,1937
oscar,lowe,17,6,1971
sophie,bacchus,7,7,1970
zachariah,kilmartin,25,3,1998
benjamin,bellon,5,8,1912
sophie,mccarthy,23,5,1958
alexandra,pacey,16,1,1939
imogen,lamprey,25,11,1940
jackson,kellow,25,9,1966
tess,sherriff,19,9,1927
madeline,bradshaw,15,9,1919
charlie,walpole,12,12,1949
samara,reid,5,4,1902
hamish,rosendale,23,2,1972
zachary,drysdale,28,12,1901
lachlan,markowski,26,9,1957
lara,sekuless,29,11,1986
samuel,quilty,17,3,1982
max,george,6,11,1903
jessica,mason,16,2,1932
hunter,nguyen,6,12,1939
alana,warnock,19,6,1979
isabella,matthews,9,8,1906
tahlia,ryan,2,1,1974
felicity,english-obst,5,11,1942
madison,campbell,30,8,1948
mitchell,flannery,16,10,1958
jasper,bowerman,10,7,1939
tiarna,mason,27,2,1964
flynn,sideris,10,3,1903
emiily,marous,31,10,1915
matthew,walls,18,1,1917
chloe,mason,19,3,1976
lara,stirpe,18,1,1910
amaya,pulford,15,6,1993
chelsea,malcolmson,14,11,1928
nicholas,noble,31,3,1933
kyle,seddon,13,8,1903
carlin,crouch,23,12,1965
isabella,hoehne,7,6,1988
grace,eyles,22,7,1981
nikita,mcgregor,27,1,1925
emiily,green,25,5,1934
lara,paine,18,4,1971
giaan,sribar,4,1,1902
mia,leaver,25,4,1996
joshua,wiechec,11,11,1960
nellie,webb,18,10,1923
michael,niklaus,27,11,1932
amelia,graham-jones,19,6,1900
daniel,harrington,23,1,1903
finn,eckersley-maslin,22,5,1936
joel,bowerman,17,5,1906
hayley,kerney,13,7,1934
anthony,bansgrove,11,6,1940
sian,dent,6,5,1947
deakin,dooley,13,11,1911
isabella,sanby,10,10,1918
cameron,kouimanis,9,10,1967
lara,seychell,16,8,1906
zali,white,4,7,1942
james,mcclelland,28,1,1927
phoebe,pinny,18,5,1973
jayde,lazaroff,24,4,1935
holly,paterson,30,8,1962
mia,white,3,4,1964
sophie,canavan,5,1,1952
keegan,stubbs,6,5,1965
ethan,malvestuto,6,5,1952
connor,shepherd,17,6,1943
alexandra,steers,29,3,1956
oliver,compton,25,10,1953
zachary,mccully,17,4,1919
kira,reid,9,12,1954
kiana,lenzi,24,8,1911
harry,hingston,20,8,1978
troy,copp,25,10,1992
benjamin,menzies,1,6,1957
larissa,tootell,10,6,1903
alice,wynne,12,1,1922
henry,macgowan,17,4,1908
julia,worsley,15,8,1978
emiily,coleman,22,7,1924
bailey,thrussell,30,5,1902
charlotte,klemm,3,6,1902
thomas,edis,30,8,1989
gabrielle,langer,10,8,1980
harry,bradshaw,11,11,1996
adam,carbone,11,6,1982
rachel,jukic,30,4,1988
isabella,reid,2,10,1910
william,campbell,10,6,1963
hannah,povey,9,5,1987
rosie,brokenshire,15,8,1977
brigitte,white,18,3,1948
jack,stamoulos,15,2,1932
tiahnee,clarke,15,2,1979
harvey,wang,21,10,1953
ella,guyatt,3,7,1936
lauren,green,22,8,1998
riley,bennell,6,12,1944
emiily,lowry,16,6,1994
thomas,butt,4,11,1971
lara,white,23,1,1919
bradley,komsic,20,4,1914
bianca,thurlow,4,2,1912
brendan,chabrel,27,3,1929
bella,coleman,27,1,1948
angie,mcgahey,2,11,1900
fynn,allard,28,3,1970
jacob,mcfadden,31,7,1909
lucy,hassall,8,9,1915
barnaby,moody,18,7,1915
isaac,riddell,5,8,1921
hannah,browne,16,10,1918
jasper,nguyen,16,10,1946
benjamin,fiorenza,17,11,1945
emiily,conaghty,20,5,1914
hannah,valentini,16,2,1949
joshua,holmyard,10,8,1971
amber,durnin,10,10,1925
hayden,ballantyne,12,8,1933
miranda,bunt,18,6,1905
diamond,branston,28,7,1972
bradley,pegg,25,6,1919
sara,hage,26,10,1987
lauren,ferri,18,1,1944
archer,brammy,2,8,1919
lachlan,mandry,10,4,1922
kyle,rees,21,11,1909
adam,tuckwell,28,5,1996
william,reid,24,6,1969
cooper,reid,13,3,1908
joel,scheerlinck,24,10,1952
kane,whillas,8,9,1968
ruby,rogan,1,2,1905
bree,boase,14,6,1921
natassia,grubb,4,7,1996
david,sette,3,6,1995
reganne,camp,13,10,1968
jack,braddy,6,9,1920
sophie,webb,21,6,1955
alexander,kermeen,16,8,1949
alexandra,grainger,17,10,1925
gabriel,green,18,10,1990
ella,perriam,18,1,1909
lauren,soave,9,12,1902
jared,klemm,28,3,1977
dominic,elwan,15,8,1989
mackenzie,boocock,20,7,1903
timothy,twigger,26,9,1921
nicholas,george,3,8,1947
amy,berry,23,12,1965
jack,mccarthy,14,12,1941
malakai,palethorpe,29,10,1903
lucas,coffey,14,4,1995
emiily,jeffries,2,4,1925
shakirah,corver,27,1,1987
brooke,klimowski,5,8,1914
rachel,campbell,14,3,1971
joel,sommariva,10,11,1968
campbell,dichiera,30,10,1985
jacob,byrt,8,9,1942
noah,maier,10,4,1902
ellie,badger,10,12,1900
jared,riddell,21,1,1943
lucy,dunthorn,9,8,1938
fergus,sherin,27,7,1995
jaslyn,jonjic,2,1,1925
jordan,tuckwell,8,9,1973
talia,holer,8,6,1970
trinity,coulson,26,2,1992
jacob,badalassi,17,12,1917
kayden,nguyen,8,2,1994
tara,white,12,4,1987
mitchell,havelberg,10,5,1948
olivia,druitt,7,3,1995
samantha,ryan,10,2,1910
meagan,kelakios,19,6,1913
philip,hyland,18,12,1907
pearson,weidenhofer,18,2,1965
matthew,berry,13,8,1982
sidonie,trenery,7,1,1915
blake,steed,8,4,1988
tara,bishop,30,10,1977
luke,fenwick,19,10,1907
lachlan,abdullah,6,9,1948
kiana,jolly,7,5,1922
ebony,zaffino,1,5,1942
ruby,braddy,1,1,1944
zali,walpole,1,7,1955
daniel,nykamp,21,12,1961
bethany,deakin,25,6,1952
ethan,wotton,27,1,1926
emiily,scheel,13,10,1952
alicia,mollross,8,9,1905
ned,green,21,3,1984
charlotte,petersen,14,9,1919
william,mccarthy,18,1,1901
cameron,white,5,6,1947
sophie,colquhoun,19,12,1911
lily,noble,15,10,1998
maxin,tchung,4,6,1906
channing,hick,22,11,1920
nicholas,huxley,5,11,1992
james,portlock,19,6,1933
william,white,17,5,1980
alisa,clarke,5,1,1976
thomas,green,4,2,1934
bridget,maynard,15,6,1925
kydan,burford,28,7,1953
samuel,david,8,2,1956
kane,carbone,6,5,1996
kane,grainger,22,2,1935
olivia,gully,12,1,1915
ruby,garnsey,30,10,1973
hannah,ho,7,2,1918
michael,nguyen,16,3,1913
zachary,mccurdy,2,12,1977
brianna,blackwell,15,5,1944
ebonie,quinton,28,12,1978
christopher,lock,17,6,1920
thomas,macphail,18,12,1902
makenzi,lowe,23,1,1937
taliah,mccarthy,22,8,1973
matthew,goldsworthy,13,10,1977
christian,jolta,17,11,1948
nicholas,procter,19,12,1903
daniel,rafanelli,21,2,1945
thomas,snoad,13,4,1979
makenzi,boase,4,1,1977
brianna,parr,26,5,1921
bertie,faraday,18,8,1984
daniel,siew,20,12,1934
joel,shepherdson,3,9,1925
sienna,ryan,21,3,1968
deakin,shadbolt,23,5,1927
imogen,boyle,22,6,1936
faith,dougal,8,8,1955
matthew,speight,1,3,1959
alexander,vincent,26,7,1915
mitchell,campton,28,10,1993
ainsley,robison,31,5,1931
naomi,bishop,8,10,1977
livia,white,19,7,1918
joanna,needham,24,1,1976
lucas,simmonds,23,10,1910
cooper,kerrod,10,6,1987
mia,jolly,12,10,1917
katelin,wheatley,24,9,1913
antonio,hage,31,3,1933
jacob,watts-endresz,8,7,1940
hannah,campbell,29,10,1953
sana,nguyen,24,6,1900
jack,badman,12,9,1907
micah,green,28,12,1991
jake,george,20,10,1973
holly,du,30,8,1939
matthew,broadby,3,7,1974
michael,leslie,23,4,1935
thomas,wasley,5,5,1917
deakin,shepherd,29,12,1901
jack,browne,23,11,1913
george,de boar,29,11,1905
gillian,chandler,22,9,1996
lochlan,weaver,11,5,1999
georgia,dasilva,26,12,1959
benjamin,morrison,10,1,1952
nicholas,de la cruz,23,8,1918
brooke,hendricks,17,5,1945
taliah,buitendyk,31,8,1995
sarah,wheatley,12,2,1964
madeleine,birthisel,5,8,1996
samuel,satterley,15,5,1962
madison,seddon,3,4,1977
caleb,campbell,5,5,1902
david,hobson,5,3,1901
indiana,clarke,16,8,1945
rachel,elstob,11,1,1957
bailey,lu-bow,22,9,1953
keziah,thind,12,11,1956
blake,mohammadi,22,12,1972
kelsye,bullock,1,10,1958
madison,white,1,9,1992
meg,blunden,31,8,1947
nathan,weaver,1,11,1988
georgia,asher,9,10,1980
rhett,matthews,15,7,1987
ella,wasley,14,12,1941
lachlan,reid,6,9,1960
isabella,concannon,3,8,1941
riley,neville,19,3,1943
adela,dudgeon,27,10,1918
mia,fenwick,20,2,1924
aleisha,spratt,28,3,1992
caleb,menzies,2,7,1946
chelsea,meaney,16,11,1915
emiily,gruener,28,1,1978
taylah,leaver,3,7,1913
diamond,mason,9,11,1916
vendula,middlin,20,8,1979
stephanie,rasic,23,1,1997
jye,feleppa,27,11,1969
lachlan,clarke,1,5,1918
peter,kennealy,8,1,1907
flynn,simmonds,24,5,1973
alia,mogavero,15,3,1917
rosie,dieckmann,7,2,1982
breeanne,browne,23,10,1951
madeline,grubb,27,4,1925
brooke,waller,16,2,1968
zach,saul,23,8,1932
toby,stanley,14,12,1938
hugh,bishop,8,4,1979
elana,wiechec,20,8,1946
katherine,hyland,14,7,1940
deakin,nguyen,28,9,1906
oakleigh,rundle,10,1,1986
oscar,hartland,9,7,1944
sophie,rivers,9,9,1901
benjamin,blake,16,9,1927
alexandra,clarke,19,12,1931
emiily,finlay,1,8,1900
erin,buttrose,3,2,1981
alivia,dixon,1,10,1996
ellorah,verco,6,7,1934
mikayla,berryman,16,5,1913
jesse,nguyen,16,7,1947
chloe,paine,5,11,1957
esme,leslie,21,5,1952
jessica,hirzel,23,7,1971
kyle,felmingham,20,11,1912
sarah,rosa,24,4,1933
emiily,rook,25,5,1988
mitchell,shepherd,19,8,1962
bethany,large,11,12,1954
michael,coulson,8,5,1968
joshua,ho,27,4,1932
ruby,morrison,2,5,1928
tyler,edgecombe,13,11,1955
jessica,campbell,13,6,1930
jessica,radic,20,9,1912
amber,burnell,12,8,1982
renee,browne,24,7,1949
devan,riddell,17,12,1939
ethan,coleman,1,7,1965
brianna,lock,18,6,1946
sophie,rees,19,4,1974
callum,webb,29,4,1900
imogen,camp,14,12,1968
jenna,neumann,24,10,1982
ronan,zatorski,7,1,1987
sonja,clarke,13,5,1975
sienna,cacciotti,18,3,1977
abbey,simmonds,5,12,1914
lachlan,geduld,3,7,1952
jacinta,webb,15,2,1968
molly,clapham,23,11,1962
jordyn,buttrose,6,2,1935
marianne,kastrappis,6,1,1949
ben,conrick,30,1,1976
cooper,lemke,7,11,1988
flynn,bishop,15,5,1927
koben,ryan,14,11,1934
charlie,kastrappis,30,6,1933
joshua,arbalis,19,8,1923
emiily,cobbin,9,12,1999
angelica,capurso,19,7,1984
brody,berry,18,1,1962
kyle,careless,16,11,1970
hugh,dorsey,25,6,1900
brinley,bauman,11,4,1936
ryan,sherrington,7,5,1968
joshua,blake,18,2,1974
brooke,clarke,23,8,1943
david,candida,4,11,1978
blaize,koopman,8,6,1911
thomas,wyllie,23,8,1904
louise,thorpe,23,8,1991
william,lund,17,10,1921
daniel,morrison,31,7,1961
joshua,millar,25,8,1941
archie,dokas,7,8,1940
jacobie,meaney,19,2,1982
benjamin,donnolley,9,10,1988
renee,musolino,19,12,1963
emiily,van rossen,22,8,1901
mikaela,mccarthy,1,10,1981
ruben,weaver,27,4,1919
caitlin,terend,28,8,1974
rebekah,clarke,7,4,1912
elizabeth,browne,13,12,1906
gabrielle,butt,18,9,1983
kyle,brain,12,8,1963
tai,stanley,11,10,1914
hayden,piechocki,1,10,1929
alex,plumb,21,5,1946
georgina,wedmaier,30,6,1941
caleb,blake,5,1,1953
saara,jervis,12,7,1917
jasmyn,marceta,29,11,1982
leon,mandica,26,8,1954
nathan,cannell,23,8,1900
kyle,kowtun,3,3,1938
mystique,linedale,5,9,1916
alysha,nguyen,4,3,1997
charlotte,maynard,18,4,1942
lachlan,mcgregor,21,1,1914
alicia,lamonaca,5,8,1978
alysha,reid,4,9,1994
macey,pascoe,10,7,1947
ebony,holme,30,6,1934
haylee,dolan,1,8,1969
caitlin,dixon,7,9,1998
amber,webb,15,7,1947
alexa-rose,green,5,8,1929
campbell,colquhoun,31,8,1949
madison,bradshaw,15,1,1949
lewis,coleman,27,12,1934
emiily,rau,8,2,1953
holly,collinson,2,11,1967
nicholas,malin,4,4,1902
brianna,ranson,9,4,1948
breony,aujard,24,1,1987
teagan,wreford,23,9,1941
elton,noble,29,7,1935
madeline,hage,29,9,1964
anneliese,skvaril,22,11,1914
bailley,fair,9,5,1973
jake,soden,10,11,1946
sarah,dixon,1,11,1991
zachary,rees,22,3,1976
dante,priest,25,2,1915
gemaley,covino,25,7,1906
keely,szymczak,25,11,1971
jai,riddell,18,6,1972
kiarnee,rees,7,9,1976
holly,spratt,10,2,1913
jack,ryan,24,4,1919
adriana,jenko,2,4,1962
daniel,hebberman,20,3,1955
nathan,bishop,8,10,1996
michael,white,27,2,1956
matilda,bissett,19,3,1983
holly,webb,26,5,1979
emiily,godfrey,7,10,1928
thomas,coleman,18,9,1966
tayah,de lucia,3,7,1952
kyle,butt,2,1,1965
nellie,yunupingu,4,3,1948
sascha,burford,19,11,1980
dillon,cranefield,9,11,1960
brody,lowe,9,4,1990
daniel,george,20,8,1958
alana,reid,19,2,1920
hayden,paine,21,3,1904
bree,beattie,3,7,1946
isaac,lowe,22,7,1988
seth,moody,24,8,1927
alessandra,druitt,17,5,1981
joshua,every,20,12,1924
dylan,white,14,4,1916
jordan,gripton,12,12,1970
noah,eileen,13,3,1912
ryan,clarke,3,9,1994
ayden,finlay,3,2,1974
jade,smallacombe,26,7,1977
jai,hartkop,18,5,1915
rachel,george,24,2,1991
hannah,bennell,1,6,1983
roisin,white,24,9,1912
ellie,hamon,22,3,1975
james,thorpe,13,4,1941
elizabeth,madigan,27,5,1920
jordan,ryan,11,1,1903
nathan,chorley,30,7,1930
lily,hage,3,1,1955
kristen,reid,1,8,1983
tanyshah,david,23,8,1968
jack,huddy,4,6,1900
kiria,pamnany,2,2,1904
charlie,reid,13,1,1915
connor,hope,6,8,1919
jordyn,white,10,12,1905
zara,white,21,6,1932
bradley,offoin,20,4,1918
william,graue,27,11,1930
freya,mason,9,11,1924
harrison,gillard,28,1,1984
lachlan,grosser,25,7,1933
olivia,allanby,28,3,1983
james,white,30,5,1909
megan,kristalyn,16,8,1920
sarah,campbell,21,12,1932
riley,grubb,27,3,1904
holly,alderson,22,7,1977
jacob,gillard,24,4,1997
brooke,burnell,12,1,1930
jasmine,ryan,2,10,1916
zachary,lowe,8,4,1969
heath,menard,20,8,1922
eloise,afford,2,7,1909
daniel,heron,18,10,1909
lucy,callahan,2,6,1943
daniel,miels,12,8,1926
noah,reid,5,3,1931
marcus,marris,12,11,1967
rebecca,spark,19,3,1999
andrew,wang,3,2,1926
nicole,clarke,19,5,1922
xavier,mogavero,10,12,1912
hannah,quilliam,9,3,1922
jack,redmond,16,11,1932
polly,nguyen,2,9,1926
samuel,matthews,2,4,1914
elki,fenwick,1,11,1911
daniel,pryer,18,3,1938
william,kammermann,26,1,1943
jaggah,estanillo,18,3,1935
louise,bowerman,4,12,1914
shaun,campbell,2,11,1983
william,reid,3,1,1911
talia,lucadou wells,21,2,1956
noah,stephenson,16,10,1951
skye,clarke,28,3,1926
georgia,benger,2,4,1983
katie,chorley,5,3,1938
elton,shadbolt,5,10,1903
chloe,herbert,8,12,1979
charles,eileen,7,12,1984
claire,thorpe,26,6,1964
kira,kyriacou,17,1,1982
brody,longman,10,2,1900
emiily,choi-lundberg,15,12,1908
fergus,byers,8,9,1935
samuel,crimes,24,12,1955
teaha,lowe,21,10,1941
eboni,timperon,6,12,1953
lauren,dent,16,9,1984
brianna,wardle,26,8,1944
emma,hoffman,7,12,1952
liam,webb,29,3,1995
thomas,butt,20,6,1929
jacqueline,macphail,3,4,1935
jacob,margrie,17,5,1913
lachlan,groenveld,16,7,1977
mia,nguyen,14,1,1935
harry,matthews,3,2,1911
nicholas,coffey,10,1,1996
gianni,wiseman,30,10,1965
abbey,finlay,28,10,1971
kalli,bishop,6,3,1902
brooke,egan,17,4,1988
joseph,wynne,2,3,1902
teegan,gaskin,27,7,1988
talissa,passmore,14,12,1962
rosie,green,12,5,1940
tuscany,yen,5,12,1901
sara,wilkins,27,10,1962
mason,homann,14,2,1913
kylie,webb,14,8,1986
marcus,ryan,9,12,1946
tess,carosella,17,5,1955
maddison,grubb,19,10,1962
fiona,crossman,1,3,1934
brayden,coleman,6,6,1950
hugh,bartel,15,3,1951
lucas,corsico,26,8,1973
alicia,curry,27,8,1934
elle,matthews,4,9,1996
adam,nguyen,23,12,1946
tyler,parr,20,11,1915
wilson,white,25,6,1933
aiden,maynard,5,1,1996
ella,hawes,15,1,1910
alaiyah,stephenson,12,7,1905
tabitha,orchard,31,8,1923
liam,britten,4,10,1905
lachlan,mccarthy,16,5,1996
caitlyn,campbell,12,6,1993
maddison,gfarrick,8,11,1902
zarlia,glennon,26,2,1915
benjamin,browne,27,3,1966
joshua,stanley,29,12,1938
daniella,chandler,1,11,1911
lucy,crouch,29,9,1962
judah,simmonds,14,4,1994
roberta,bishop,10,11,1926
madison,nguyen,6,6,1945
lily,hick,17,6,1926
simone,campbell,11,12,1972
gemma,lowe,9,8,1973
judah,boyle,3,5,1900
aidan,fysh,4,4,1933
carmen,miles,1,6,1922
alisha,winfield,14,4,1976
laklynn,mcneill,21,4,1969
joshua,gohl,12,9,1921
tori,mcgarrigan,7,10,1984
bailee,ryan,7,2,1941
olivia,white,5,2,1948
jordan,morrison,27,7,1985
tabitha,prytula,2,1,1993
lucas,white,9,8,1942
brydon,golder,17,12,1965
emiily,vimpany,4,6,1918
ethan,rawlings,25,5,1957
annabel,thorpe,8,7,1948
joshua,raward,9,4,1966
finn,teague,1,3,1965
shai,leon,6,1,1923
james,brain,5,3,1986
erin,red,19,5,1942
neneh,wheatley,10,3,1953
alyssa,shepherdson,8,5,1938
zachary,goode,8,2,1990
lara,stanley,27,8,1938
eliza,nadin,14,3,1947
zac,silo,16,11,1961
david,nguyen,26,6,1934
sean,bammant,9,5,1965
ethan,mcdermid,28,11,1992
jasper,isola,25,2,1948
mitchell,haeusler,13,6,1928
emiily,fitzpatrick,30,1,1927
amber,ryan,18,10,1932
benjamin,dola,3,10,1937
madison,hope,1,9,1940
tayah,zimmermann,27,8,1981
joshua,hoyland,10,8,1909
harry,whiteway,8,8,1931
matthew,campbell,9,2,1948
josephine,dragheim,18,6,1956
lauren,cloudsdale,11,2,1943
holly,paterson,19,12,1964
lachlan,theodore,28,5,1984
claudia,bihar,6,4,1915
bethany,dixon,14,2,1985
bethany,van der klaauw,16,4,1988
madison,morrison,14,12,1948
amy,hope,10,11,1954
trent,bizjak,10,3,1995
matthew,reid,23,7,1902
bridget,dudgeon,28,3,1974
magnus,grainger,29,8,1997
riley,white,28,10,1994
rachael,yallop,14,2,1976
charlie,browne,22,7,1936
isabella,zimmermann,14,8,1908
oscar,ovens,8,6,1906
chloe,bryce-watson,2,8,1972
victoria,rankine,9,8,1926
calvin,goode,16,9,1951
jett,mendrin,14,4,1905
jacob,clarke,1,10,1918
chloe,garnsey,9,7,1993
emiily,eglinton,13,2,1997
shana,mavrangelos,4,5,1986
flynn,lydon,7,12,1963
ella,wilkins,3,9,1901
douglas,fitzpatrick,28,4,1905
madison,chandler,28,11,1955
georgia,cother,18,12,1917
caleb,campbell,22,9,1922
danielle,sawczak,14,3,1941
tristan,yani,15,5,1901
brianna,barisic,3,7,1975
daniel,ryan,26,8,1992
mhary,gaitanis,12,12,1989
ned,widdowson,12,11,1973
samuel,bottroff,14,2,1942
lily,aspinall,14,2,1900
ruby,symmons,22,10,1930
finlay,coffey,6,11,1900
rhett,boxer,8,6,1933
ethan,goode,2,3,1983
jacob,weaver,1,10,1923
katelyn,dixon,18,6,1973
gabriella,pilavci,17,1,1916
harvey,fassina,12,8,1984
kaitlin,bowerman,20,3,1914
lara,snelling,16,9,1961
