PrincipalDetails,IsDuplicated,BloomFilter32Bit
jackandra2661926,1,4042442691
jackandrae2661926,0,1607471616
jackandrae2661926,1,1607471616
jackandrae2661926,1,1607471616
jackandraeezrxnib2661926,1,69619880
jackaxraward1991980,1,2593710900
jackbadman1291907,0,3526075298
jackbadman1881907,1,338301376
jackbartel2911906,0,3840887620
jackbartel2911906,1,3840887620
jackbartelqd2911906,1,3101628066
jackberry1961930,0,2306046559
jackberry1961930,1,2306046559
jackblake16111900,0,1764682099
jackblake16111900,1,1764682099
jackblake16111900,1,1764682099
jackbodrbf2661926,1,3566711514
jackbraddy691920,0,1125824384
jackbridgland2171998,0,3565548783
jackbrowne23111913,0,3617957426
jackbrowne23111913,1,3617957426
jackbrowne23111913,1,3617957426
jackbrowne23111913,1,3617957426
jackbrowne2311913,1,1422176265
jackcampbell16101929,0,3240743057
jackcampbell16101929,1,3240743057
jackcampbell3101988,1,2633631397
jackcampbell3101988,0,2633631397
jackcampbellsqwiy3101988,1,946219943
jackcarbo1411940,1,2410418426
jackcarbone1411900,1,135849593
jackcarbone1411940,1,503599820
jackcarbone1411940,1,503599820
jackcarbone1411940,1,503599820
jackcarbone1411940,1,503599820
jackcarbone1411940,1,503599820
jackcarbone1411940,0,503599820
jackcarbone1411940,1,503599820
jackcarbone2671971,1,3103665080
jackcarbone2671971,0,3103665080
jackchharrington1071902,1,4185041472
jackcoleman2321956,1,220756093
jackcoleman2321956,0,220756093
jackcoleman2321956,1,220756093
jackcoleman2321956,1,220756093
jackcoleman2321956,1,220756093
jackcoleman2321956,1,220756093
jackcoleman2321956,1,220756093
jackcoleman2321956,1,220756093
jackcollinson23121982,0,367588187
jackcollinson23121982,1,367588187
jackcolquhoun1681966,0,1121050428
jackcolquhoun1681966,1,1121050428
jackcouzens27101948,0,4180274386
jackcute241909,1,4021811717
jackcute241909,0,4021811717
jackdanby18111999,0,2664840839
jackdanby18111999,1,2664840839
jackdanby18111999,1,2664840839
jackdanby18111999,1,2664840839
jackdanby18111999,1,2664840839
jackdanby18111999,1,2664840839
jackdanbytdhr29111999,1,795612871
jackdancey6121931,0,2685513521
jackdimonte1631988,0,1925777317
jackdimonte1631988,1,1925777317
jackdunnicliff1861976,1,1103957107
jackdunnicliff1861976,0,1103957107
jackdunnicliff2961976,1,3771469357
jackeklzbraddynwektlqxczyusvf691920,1,4203490047
jackfitzpatrick1481914,1,2241087111
jackfitzpatrick1481919,0,1766199921
jackfitzpatrick1481919,1,1766199921
jackfitzpatrick1481989,1,664304207
jackfitzpatrick21111904,0,3334458126
jackgree1731935,1,2862692374
jackgreen1731935,0,2727875576
jackharrington1131982,1,2514612401
jackharrington1131982,0,2514612401
jackharrington1131982,1,2514612401
jackhighet751965,0,648591742
jackhkfcrobson1131977,1,2252072589
jackhqutbstfinert2481946,1,3926823129
jackhtedryan2441919,1,2545216670
jackhuddy461900,0,2222003840
jackicmeraward1991980,1,1388009991
jackjhliwieloch2791950,1,2290404050
jackjur1111979,1,2040068660
jackjuric1111979,1,734044317
jackjuric1111979,0,734044317
jackjuricjbazmgp1111979,1,134667181
jackkatarski471922,1,2812551489
jackkatarski471932,1,4011657242
jackkatarski471932,0,4011657242
jackkatarskijwdi471932,1,1470704729
jackkpverulfs1661926,1,2466720500
jacklo21101997,1,1765405531
jacklowe12121909,0,171986102
jacklowe12121909,1,171986102
jacklowe1231902,1,1843926735
jackmarcaros1131981,0,613978360
jackmason1071956,0,1380835671
jackmason1071957,1,2257061721
jackmayman611990,1,283306700
jackmayman611990,0,283306700
jackmaymanmj7101936,1,727974935
jackmccarthy14121941,0,2131895324
jackmccarthy14121941,1,2131895324
jackmercorella851929,0,2898193574
jackmichalatos24101992,0,599421078
jackmo18121961,1,135367483
jackmorrison2281948,1,2172743059
jackmorrison2281948,0,2172743059
jackmorrison2281948,1,2172743059
jackmorrison2281948,1,2172743059
jackmoscatt18121961,0,435182321
jacknegcvoskulenktliwfyghsjdrpc741954,1,2191104882
jacknoble1341996,1,1683751998
jacknoble29101949,1,4058187347
jacknoble941996,0,3110913289
jacknumichalatos24101992,1,615705236
jackpaters1781983,1,690606722
jackpaterson1781983,0,2731617603
jackpaterson2981983,1,2967996514
jackpxowblakeidnjaqgrfkexwtz16121900,1,1800149503
jackqaufstpo781980,1,222931799
jackqzilbwastell3011903,1,2483276345
jackraward1991980,1,1574844469
jackraward1991980,0,1574844469
jackraward1991980,1,1574844469
jackraward1991980,1,1574844469
jackraward1991980,1,1574844469
jackrbwbrd1961980,1,605037269
jackredmond16111932,1,1321905709
jackredmond16111932,0,1321905709
jackreid1781916,0,2011375561
jackreid311943,1,1482703524
jackreid311943,1,1482703524
jackreid311943,0,1482703524
jackreid311943,1,1482703524
jackreid311943,1,1482703524
jackreid311943,1,1482703524
jackreid481943,1,579250609
jackreidajurnzvb1781916,1,3570449746
jackrobson1131977,0,2631749989
jackrobson1131977,1,2631749989
jackrobson1141977,1,1315814005
jackroc3181903,1,2577573119
jackrochette3181930,1,718978506
jackrochette3181930,0,718978506
jackroles1791965,0,533213690
jackrolesronvq1791945,1,117291877
jackrryan2441919,1,468584798
jackrudd18121938,1,4218565417
jackrudd1861908,1,137962207
jackrudd1861908,1,137962207
jackrudd1861908,0,137962207
jackrudd1861908,1,137962207
jackrudd2661908,1,2008819743
jackruddgtwqz1861908,1,2478339385
jackrulfs1261926,1,387735900
jackrulfs1261926,1,387735900
jackrulfs1261926,0,387735900
jackrulfs1261926,1,387735900
jackrulfsrp1261926,1,1211009347
jackryan2441919,0,1670174556
jackryan2471969,1,2494498167
jackryan2471969,0,2494498167
jackryan2471969,1,2494498167
jackryanai2441919,1,3452507140
jacksalt641955,0,1010401863
jacksalt641955,1,1010401863
jacksalt641955,1,1010401863
jacksbarisic2281945,1,4122574225
jacksdnwwieloch2791950,1,1932954156
jacksonalderman2441987,0,312954739
jacksonalderman2441987,1,312954739
jacksonbarisic2281945,0,3565788158
jacksonbarisic2281945,1,3565788158
jacksonbarisic981945,1,1328963838
jacksoncampbell2021942,1,3523602771
jacksoncampbell2021942,1,3523602771
jacksoncampbell2021942,0,3523602771
jacksoncampbell2681911,1,2229972425
jacksoncampbell2681911,0,2229972425
jacksoncampbell2681911,1,2229972425
jacksoncarbone1231918,1,2421813827
jacksoncarbone1231918,1,2421813827
jacksoncarbone1231918,1,2421813827
jacksoncarbone1231918,0,2421813827
jacksoncarbone1961918,1,3813110858
jacksonclarke5111957,0,3549373186
jacksonedgecombe3171997,1,736737740
jacksonedgecombe3171997,1,736737740
jacksonedgecombe3171997,0,736737740
jacksonedgecombe3171997,1,736737740
jacksoneljostad1781964,1,3725950802
jacksonherbert1131917,0,2965760288
jacksonherbert1131917,1,2965760288
jacksonherbert411930,1,2622576994
jacksonkellow2591966,0,1259812427
jacksonkellow2591966,1,1259812427
jacksonkoklas171985,1,3403462808
jacksonkoklas171985,0,3403462808
jacksonlehane1231939,1,3269895100
jacksonlehane1231939,0,3269895100
jacksonljostad1781964,1,3467673114
jacksonljostad1781964,1,3467673114
jacksonljostad1781964,0,3467673114
jacksonljostadjqvkt1781964,1,1567461789
jacksonsimmonds1951902,1,2767946783
jacksonsimmonds1951902,1,2767946783
jacksonsimmonds1951902,1,2767946783
jacksonsimmonds1951902,0,2767946783
jacksonsimmonds1951902,1,2767946783
jacksonsimmonds1951902,1,2767946783
jacksonthorpe2651946,0,1300031677
jacksonthorpe2651946,1,1300031677
jacksontimmpoet1951902,1,1658054347
jacksonzilm2661939,1,2109538588
jacksonzilm2661939,1,2109538588
jacksonzilm2661939,0,2109538588
jackstamoulos1521932,0,2931694532
jackstamoulos1521932,1,2931694532
jackstanbury13111938,0,1217124288
jackstanbury13111938,1,1217124288
jackstanbury13111938,1,1217124288
jackstanbury13111938,1,1217124288
jackstanbury13111938,1,1217124288
jackstbnoulos1521932,1,1231220024
jacksteine1911968,1,3753167654
jacksteinert1271946,1,3023684600
jacksteinert1271946,1,3023684600
jacksteinert1271946,1,3023684600
jacksteinert1271946,0,3023684600
jacksteinert1911968,0,826386883
jacksteinert1911968,1,826386883
jacksteinert1911968,1,826386883
jacksteinert1911968,1,826386883
jacksteinertjymrx1911968,1,1835535569
jacktvcarbone1411940,1,3784104578
jackvick591955,1,2326744500
jackvick591955,1,2326744500
jackvick591955,0,2326744500
jackvick591955,1,2326744500
jackvick591955,1,2326744500
jackvoskulen741954,0,2940201964
jackvyhdjuric1111979,1,402619816
jackwaller2431955,0,2198806803
jackwaller2431955,1,2198806803
jackwandrae2661926,1,3862217599
jackwang1391979,1,429257749
jackwang1391979,0,429257749
jackwang1391979,1,429257749
jackwang1391979,1,429257749
jackwang1391979,1,429257749
jackwang1391979,1,429257749
jackwangk1391979,1,1706562791
jackwangl1391979,1,354206962
jackwastell3011903,0,2264362655
jackwebb2731973,0,2008002897
jackwebb2731973,1,2008002897
jackwebbu2731973,1,3125039843
jackwegman1871971,0,4071057009
jackwegmanxzkjrgat1871971,1,996373666
jackwieloch2791950,1,2840001641
jackwieloch2791950,1,2840001641
jackwieloch2791950,0,2840001641
jackwieloch2791950,1,2840001641
jackwylli2371904,1,2637742495
jackwyllie25121976,1,637264484
jackwyllie2581973,0,1811801420
jackwyllie2581973,1,1811801420
jackwyllie2581973,1,1811801420
jackwyllie2581973,1,1811801420
jackwylliem2581973,1,739189275
jackxifloch2711950,1,3416311759
jackxifmpci2791950,1,1313184321
jackxpyzoevick591955,1,496198807
jackziersch24101974,0,3164316316
jackziersch24101974,1,3164316316
jaclra1491980,1,3555820565
jacobbadalassi17121917,0,3637605154
jacobbadalassi17121917,1,3637605154
jacobbeatton3061986,1,121554640
jacobbeatton3061986,0,121554640
jacobbeatton3061986,1,121554640
jacobbeatton3061986,1,121554640
jacobbeatton3061986,1,121554640
jacobblunden721912,0,3003489698
jacobblunden721912,1,3003489698
jacobblunden731912,1,2762995357
jacobbradshaw5101918,1,2838713399
jacobbradshaw641938,0,1725524642
jacobbyrt891942,1,4166237822
jacobbyrt891942,0,4166237822
jacobbyrt891942,1,4166237822
jacobcallahan1011922,0,2755292142
jacobcallahan111902,1,1800383383
jacobcallahan1611922,1,379881357
jacobcampain1641952,1,1036929705
jacobcampain1641952,1,1036929705
jacobcampain1641952,0,1036929705
jacobcampain1641952,1,1036929705
jacobcampain1841952,1,2868597401
jacobcampain641952,1,3009959199
jacobcareless671977,1,3359971127
jacobcareless671977,0,3359971127
jacobclarke1101918,1,393848198
jacobclarke1101918,0,393848198
jacobcoppola26111921,1,1850154005
jacobcoppola30111921,0,1417889532
jacobcoppola30111921,1,1417889532
jacobcoppola30111921,1,1417889532
jacobcrossman26121968,1,2144729703
jacobcrossman26121968,1,2144729703
jacobcrossman26121968,0,2144729703
jacobcrossman26121968,1,2144729703
jacobcrossman29121968,1,732657573
jacobdelfos821951,0,4125783818
jacobditty151967,0,2436550343
jacobdopqola31101974,1,3580295699
jacobdurbridge831982,0,1301972744
jacobdurbridge831982,1,1301972744
jacobdurbridge831982,1,1301972744
jacobdurbridge831983,1,2821833592
jacobeklvyiwebb2691932,1,1130279025
jacobenzyjqwatts-endresz871940,1,4276563920
jacobgeorge1121963,1,718967502
jacobgeorge6101963,0,3675423911
jacobgillard2441997,0,2761931006
jacobgillard2441997,1,2761931006
jacobgreen2261966,1,3678214943
jacobgreen2361966,0,3836881794
jacobgreen2361966,1,3836881794
jacobgreen2361966,1,3836881794
jacobgreen3161971,1,3255455842
jacobharen2641918,1,3192074795
jacobharen2641918,1,3192074795
jacobharen2641918,1,3192074795
jacobharen2641918,1,3192074795
jacobharen2641918,1,3192074795
jacobharen2641918,0,3192074795
jacobhaseo2641918,1,3471934478
jacobheron1111948,1,3435636314
jacobheron25111948,0,222971707
jacobhewson4101948,1,2253747615
jacobhewson411946,1,3027449629
jacobhewson411946,0,3027449629
jacobhyfecampain1641952,1,3524680183
jacobiemeaney1921982,0,4158027265
jacobiemeaney1921982,1,4158027265
jacobieshepherdson661983,1,256121596
jacobieshepherdson661983,0,256121596
jacobiewhite311936,1,1300013531
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,0,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhite3181994,1,1245413379
jacobiewhitek3181994,1,1708175085
jacobiwhite1981971,1,1671759971
jacobjflmaynard19111937,1,1295865348
jacobkapeller29111936,0,3946340899
jacobkcareless671977,1,2358329421
jacoblowe12121991,1,4032652843
jacoblowe25121976,0,399180942
jacoblowe25121976,1,399180942
jacoblowe25121976,1,399180942
jacoblunden1421980,1,1836326582
jacobmargrie1351913,1,3143756348
jacobmargrie1751913,1,1878358004
jacobmargrie1751913,0,1878358004
jacobmaynard1921937,1,1769218295
jacobmaynard1921937,0,1769218295
jacobmaynardrmglc1921937,1,3794072869
jacobmcfadden3171909,0,2020947070
jacobmcfaddenfpgznk3171909,1,1455125449
jacobmlowenbfp9121976,1,962664266
jacobmowe25121976,1,714447023
jacobmxvblgdurbridge831982,1,2960817408
jacobo'shannessy781938,0,297258443
jacobo'shannessyb781938,1,1052761485
jacobpvtwhite1551976,1,1607345834
jacobrichmond2771982,0,813119534
jacobrjhuecrotsman1221968,1,3362006375
jacobryan9121958,1,2240142252
jacobryan9121958,0,2240142252
jacobryanv9121958,1,1199163873
jacobscrossmanaczflto26121968,1,1043421025
jacobsiviour261916,0,3866138183
jacobsiviour261916,1,3866138183
jacobsiviour261916,1,3866138183
jacobsiviour261916,1,3866138183
jacobsporton1071927,1,1625548004
jacobsporton1461902,1,3939911218
jacobsporton1681930,1,3655889910
jacobsporton1681930,0,3655889910
jacobsporton1681930,1,3655889910
jacobtqokapeller29111936,1,2576038885
jacobwaller841958,0,4122741416
jacobwatts-endresz871940,0,243636822
jacobwatts-endreszpldwoiz871940,1,1445391832
jacobweaver1101923,1,436832228
jacobweaver1101923,0,436832228
jacobweb1551906,1,408343886
jacobwebb1531945,0,1590541681
jacobwebb2121947,1,1060820371
jacobwebb2121947,1,1060820371
jacobwebb2121947,1,1060820371
jacobwebb2121947,1,1060820371
jacobwebb2121947,1,1060820371
jacobwebb2121947,0,1060820371
jacobwebb2661932,1,2233051811
jacobwebb2691932,1,320895321
jacobwebb2691932,0,320895321
jacobwebb2691932,1,320895321
jacobwhite1551976,0,2131538049
jacobwhite661932,1,2671556575
jacobwhite661932,1,2671556575
jacobwhite661932,1,2671556575
jacobwhite661932,1,2671556575
jacobwhite661932,1,2671556575
jacobwhite661932,0,2671556575
jacobxbttsbeneresa871940,1,1195962144
jacobyalcrossman621968,1,3852959097
jacolowe25121976,1,574038046
jacomargrie1751913,1,3171626762
jacquelineabbondando1561959,1,2152923571
jacquelineabbondandola1761959,0,3027035975
jacquelineabbondandola1761959,1,3027035975
jacquelineabbondandola1761959,1,3027035975
jacquelineabbondandolabuieo1761959,1,2128808293
jacquelinecbcoady3041928,1,1679846479
jacquelinecoady351922,0,261814601
jacquelinecoady351922,1,261814601
jacquelinefehrmann21101965,0,2938785300
jacquelineferris871925,1,3378154227
jacquelineferris871925,0,3378154227
jacquelineferris871925,1,3378154227
jacquelineferrisivupjgbs871925,1,2897195487
jacquelineferrisutrnlxw2871965,1,1113602771
jacquelinefinlay7111983,0,1936574306
jacquelinefinlay7111983,1,1936574306
jacquelinefinlay7111983,1,1936574306
jacquelinegeduld631932,0,4023309640
jacquelinegeduld631932,1,4023309640
jacquelinegeduld631932,1,4023309640
jacquelinegeduld781973,1,1672726572
jacquelinegrillett18121924,1,1887679169
jacquelinegrillett18121924,0,1887679169
jacquelinegrillett18121924,1,1887679169
jacquelinegrillett18121924,1,1887679169
jacquelinegrillettchbvuej18121924,1,15243941
jacquelinemacphail1241935,1,2210249137
jacquelinemacphail341935,1,1707874066
jacquelinemacphail341935,0,1707874066
jacquelinemacphail341935,1,1707874066
jacquelinemacphail341935,1,1707874066
jacquelinemalinauskas381984,1,432360232
jacquelinemalinauskas881984,0,3852221966
jacquelinembcphbil461940,1,697450443
jacquelineoytzgeduld631932,1,3823707511
jacquelinepride871983,0,2353238822
jacquelinetomich961923,1,1856337067
jacquelinetomich961923,0,1856337067
jacquelinewebb2621936,1,1108934803
jacquelinewebb2621937,0,2053823527
jacquelinewebb2621937,1,2053823527
jacquelinewebbtyfjq2621937,1,4189068972
jacqvemjnfmalinau881984,1,3006853858
jacrudd1861908,1,4016014718
jacwhite3181994,1,1405953409
jadebartel311943,0,1362078833
jadebartel311943,1,1362078833
jadebartel311943,1,1362078833
jadebinns631947,0,2461620581
jadebrowne2391981,1,4037602020
jadebrowne2391981,1,4037602020
jadebrowne2391981,1,4037602020
jadebrowne2391981,0,4037602020
jadebrowne2391981,1,4037602020
jadebrownexo2791988,1,3383311587
jadec741935,1,5971239
jadeclarke741935,1,3236476861
jadeclarke741935,1,3236476861
jadeclarke741935,0,3236476861
jadeclarkev741935,1,2372085616
jadeclutterbuck30101915,1,1643606048
jadeclutterbuck30101915,0,1643606048
jadeclutterbuck30101915,1,1643606048
jadeclutuerbuck30101915,1,4250151611
jadecollinson2141966,1,138229415
jadecollinson2141966,1,138229415
jadecollinson2141966,0,138229415
jadecollinson2141966,1,138229415
jadeinnis2591902,1,1376337271
jadeinnis2641917,0,659524318
jademarkakis1651902,0,1450517258
jademarkakis1651902,1,1450517258
jademarkakis1651902,1,1450517258
jademarkakisuv621928,1,2362268297
jadenallanby771966,0,3640522222
jadenbrammy1691962,0,2537595824
jadenjessup431903,0,1168291035
jadenzepina1061903,0,309216121
jadeocollinson2141966,1,392433457
jadequast2111939,0,174528104
jadequast2111939,1,174528104
jadesmallacombe2671977,0,248955008
jadestanley1621948,0,4048951229
jadestanley1621948,1,4048951229
jadestanley1621948,1,4048951229
jadestanley1621948,1,4048951229
jadestronach211909,0,107795733
jadestronach211909,1,107795733
jadestronach211909,1,107795733
jadewhite1271952,0,3006205320
jadeworsley1101949,0,3620528487
jadezimmermann26111913,1,1412705743
jadezimmermann26111913,0,1412705743
jadoody2131937,1,387800153
jadpbjewhite3181994,1,912443582
jafrew3181996,1,3806409319
jagazzola981956,1,1700625198
jaggahestanillo1831935,0,3233340579
jaggahestanillo1831935,1,3233340579
jaggahryan1211923,0,2940931425
jaggahryan181959,1,2568601776
jaggahryao331986,1,1775201893
jaibrown2341997,1,1584021996
jaibrowne981903,1,1930036321
jaibrowne981903,1,1930036321
jaibrowne981903,1,1930036321
jaibrowne981903,0,1930036321
jaibrowne981903,1,1930036321
jaidenferris24101957,0,951475998
jaidenferris25101957,1,2644946451
jaideno'flyn1191933,1,3060799626
jaideno'flynn1191933,0,2137225493
jaideno'flynnwtqza1491933,1,3585500724
jaidenwo'flynn691971,1,2224709861
jaidenzo'flynngcxbhvjn1191933,1,3496329755
jaihartkop1851915,0,3666328311
jaikyriacou691914,1,4219888375
jaikyriacou691914,0,4219888375
jaimdklfbrowneq2471903,1,3867734380
jaimebowerman2131987,1,2555389550
jaimeebeams161972,1,1750592291
jaimeebeams161972,1,1750592291
jaimeebeams161972,0,1750592291
jaimeebowerman931951,1,549490254
jaimeebowerman931951,1,549490254
jaimeebowerman931951,1,549490254
jaimeebowerman931951,0,549490254
jaimeebowermanqo511974,1,1656625344
jaimeehanna16111987,0,1998854802
jaimeehanna16111987,1,1998854802
jaimeehanna16111987,1,1998854802
jaimeehanna1711919,1,2710173497
jaimeehannaoumtl16111987,1,2615746362
jaimemercorella871952,0,3295549826
jaimemercorella871952,1,3295549826
jaimemercorella871952,1,3295549826
jaimemercorella871952,1,3295549826
jaimenagwhisson2881914,1,812237996
jaimewhisson2881914,1,1959847270
jaimewhisson2881914,1,1959847270
jaimewhisson2881914,0,1959847270
jairiddell1861972,1,3148341391
jairiddell1861972,1,3148341391
jairiddell1861972,0,3148341391
jairiddellb1861972,1,1625117948
jairiedell1861972,1,1123706354
jairusblackwell2821906,0,2510373557
jairusblackwellck2821906,1,3761326100
jairuscompton681996,0,2019199257
jairusscamoni1291912,0,2278901093
jairusscamoni19101900,1,498784601
jairusscamoni1981912,1,334009178
jaiznqjhartko1851915,1,3955831211
jajolly221925,1,1203100009
jakeahgblale9101960,1,345441263
jakeapunelphick121907,1,11679507
jakeblake9101960,1,1075630387
jakeblake9101960,1,1075630387
jakeblake9101960,1,1075630387
jakeblake9101960,0,1075630387
jakeblake9101960,1,1075630387
jakebradshaw3171921,0,4111417072
jakebradshaw3171921,1,4111417072
jakebradshaw3171921,1,4111417072
jakecampbell431924,1,40426876
jakecampbell431924,1,40426876
jakecampbell431924,1,40426876
jakecampbell431924,0,40426876
jakeclarke2651948,1,2579630323
jakeclarke2651948,0,2579630323
jakecoleman671945,0,1570252990
jakecoleman671945,1,1570252990
jakedavid131932,1,3409454249
jakedavid631932,1,970608482
jakedavid631932,1,970608482
jakedavid631932,0,970608482
jakedavid661932,1,2917363442
jakedbnqbflm431924,1,2107330887
jakedoody1461966,1,3111880584
jakedoody2131937,1,390082342
jakedoody2131937,1,390082342
jakedoody2131937,1,390082342
jakedoody2131937,1,390082342
jakedoody2131937,1,390082342
jakedoody2131937,0,390082342
jakedoody2811937,1,2757672580
jakedoodyxhlv2131937,1,312841416
jakeeblrmazurkiewic2211958,1,3228207879
jakeelp2021907,1,3864497664
jakeelphick121907,1,2435712292
jakeelphick121907,0,2435712292
jakefawkner651950,1,2275863318
jakefawkner651950,0,2275863318
jakegeorge20101973,0,2928122154
jakegeorge20101973,1,2928122154
jakegeorge20101973,1,2928122154
jakegillard2881959,0,2585314671
jakegioajwimlmot16121917,1,313077291
jakehntjiztweedie1831946,1,295656732
jakejongewaard121920,0,3943375801
jakekjoicampbellwser431924,1,1551220402
jakekxzndbvid631932,1,4212716014
jakemazurkiewicz2211958,1,3344717512
jakemazurkiewicz2211958,0,3344717512
jakemazurkiewicz2211958,1,3344717512
jakemazurkiewicz2211958,1,3344717512
jakemazurkiewicz2211958,1,3344717512
jakemazurkiewiczy2211958,1,3132796602
jakemazvrkjewjda2211958,1,4100080243
jakemccarthy29111950,0,1040451833
jakemccarthy29111950,1,1040451833
jakemcnei1911949,1,947249825
jakemcneill1911949,0,865824291
jakemcneill1911949,1,865824291
jakemcneill1911949,1,865824291
jakemcneill1911949,1,865824291
jakendoejml1911949,1,248639773
jakenelsen341930,1,2833800933
jakenelsen341930,1,2833800933
jakenelsen341930,0,2833800933
jakepascoe1671930,0,531914936
jakepbscoe1671930,1,2831917549
jakeqejhkawbptjmnpods1031911,1,2243197379
jakereid1361923,1,2864797144
jakereid1361923,0,2864797144
jakereid1361923,1,2864797144
jakereid1761923,1,461196361
jakesfwreid1761923,1,3629675113
jakesimmonds1031911,0,255774703
jakesimmonds1031911,1,255774703
jakesimmonds1031911,1,255774703
jakesimmonds1031911,1,255774703
jakesimmonds131911,1,2137683952
jakesimmonds2831911,1,2217558054
jakesoden10111946,1,2283778884
jakesoden10111946,0,2283778884
jakesoden1811946,1,374543044
jakesxjfbablake9101960,1,1105125727
jaketinnpoet1431991,1,282046441
jaketrevan2241986,1,2713273882
jaketrevan2241996,0,414223626
jaketweedie831946,0,3520889914
jaketxefdjf831946,1,1551215588
jakevigneswaran2911970,1,1090968678
jakevigneswaran2911970,0,1090968678
jakevjwarnock861967,1,4091832579
jakewarnock861967,1,2237901046
jakewarnock861967,0,2237901046
jakewarnock861967,1,2237901046
jakewillmot2101917,1,4109051095
jakewillmot2101917,1,4109051095
jakewillmot2101917,1,4109051095
jakewillmot2101917,0,4109051095
jakewillmotx2101917,1,1307702226
jakeybjsdavid631932,1,2898496645
jakeyeoman881987,0,2218901034
jakeyeoman881987,1,2218901034
jakeyqmntweedie831946,1,405519398
jakobpagoda8101937,0,4176969795
jamcfadden3171909,1,2888263339
jamereid1711985,1,2497880019
jamesalderson13101907,0,3954525478
jamesbishop2421954,0,495675292
jamesbissett1361940,1,1428522664
jamesbissett1361940,1,1428522664
jamesbissett1361940,1,1428522664
jamesbissett1361940,1,1428522664
jamesbissett1361940,1,1428522664
jamesbissett1361940,0,1428522664
jamesbissett1361940,1,1428522664
jamesbrain531986,0,2846314917
jamesbrain531986,1,2846314917
jamesbscgzgrillett3131989,1,2563602326
jamescfmttaslidzagchtuobxeympsfv1231970,1,2660155894
jamesclarke29111906,0,625760819
jamesclarke29111906,1,625760819
jamesclarke29111906,1,625760819
jamesclarke29111906,1,625760819
jamescoleman381935,0,2806882119
jamescoleman381935,1,2806882119
jamescoleman381935,1,2806882119
jamescoleman381955,1,3163314045
jamescoleman381975,1,2596495460
jamescoleman381995,1,1885659162
jamescompton931934,0,3131797800
jamescompton931934,1,3131797800
jamescompton931934,1,3131797800
jamescpnpupo931934,1,1216974593
jamescrook1211944,1,1844238475
jamescrook2621951,1,770350080
jamescrook2721951,1,3206077685
jamescrook2721951,0,3206077685
jamescrook2721951,1,3206077685
jamescrook2731951,1,1419879476
jamesde chellis781933,0,649579188
jamesde chellisa781933,1,1588050609
jamesdixon1391975,0,2943837250
jamesegfcwukullmann2441912,1,3809387690
jameseotgstearnes281933,1,3893506896
jamesfeast1471950,0,1000240683
jamesfeast1471950,1,1000240683
jamesfeast1541997,1,1110735925
jamesfimeri2051923,0,1738160354
jamesgrillett3131989,0,762344144
jamesgrillett3131989,1,762344144
jamesgrillett3131989,1,762344144
jamesgrillett3131989,1,762344144
jamesgtqojbnfikangxqbct3171935,1,3031260164
jameshayball1011972,0,732416672
jameshebberma1041976,1,1632015702
jameshebberman1041976,0,603546970
jameshefford27121959,0,623235892
jameshyland761987,0,75919770
jameshyland761987,1,75919770
jamesjolly30101908,0,2528651834
jamesjolly3111932,1,2741027860
jameskang3171935,1,2313245765
jameskang3171935,0,2313245765
jameskang3171935,1,2313245765
jameskang3171935,1,2313245765
jameskcompton2131941,1,3883292300
jameskempson841948,1,1537798099
jameskempson871948,0,730396191
jameskempson871948,1,730396191
jameskempson871958,1,574783766
jameskostrzynski551920,1,1470265608
jameskostrzynski551920,1,1470265608
jameskostrzynski551920,0,1470265608
jameskostrzynski551920,1,1470265608
jameskrollig2141943,0,409862079
jameskrollig2141943,1,409862079
jameskrollig2141943,1,409862079
jameskrollig2141943,1,409862079
jameskullmann2441912,1,3891961705
jameskullmann2441912,1,3891961705
jameskullmann2441912,0,3891961705
jameslaverty31101916,0,4000048873
jameslrommjh2141943,1,191792638
jameslupoi221954,0,1318691821
jameslvpoi221954,1,2464157395
jamesmarhyland761987,1,4049395927
jamesmawfsuy31101906,1,44561129
jamesmcclelland14111970,1,3972839096
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,0,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland2811927,1,1524369690
jamesmcclelland511927,1,3427770246
jamesmdcmemlbnd2811927,1,2499555000
jamesmurabito2071908,1,3763010181
jamesmurabito2071908,0,3763010181
jamesncdmfmlbod1811925,1,776582485
jamesportlock1961933,1,3584806260
jamesportlock1961933,0,3584806260
jamesportlock1961933,1,3584806260
jamesportlockpq1551904,1,212475754
jamesqkujzhyland761987,1,3884750624
jamesrankine2461903,0,3689941754
jamesrankine2461903,1,3689941754
jamesreece2361973,0,457346234
jamesreece2361973,1,457346234
jamesreece2361973,1,457346234
jamesreid2911975,1,1805341282
jamesreid2911979,1,2523582323
jamesreid2911979,1,2523582323
jamesreid2911979,0,2523582323
jamesreidno29111979,1,909044669
